Income;Limit;Rating;Cards;Age;Education;Gender;Student;Married;Ethnicity;Balance
10503;2923;232;3;25;18;Female;No;Yes;African American;191
15741;4788;360;1;39;14; Male;No;Yes;Asian;689
149316;10278;707;1;80;16; Male;No;No;African American;1107
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
23857;1501;150;3;56;16; Male;No;Yes;Caucasian;0
53217;4943;362;2;46;16;Female;No;Yes;Asian;382
80861;4090;335;3;29;15;Female;No;Yes;Asian;0
34.95;3327;253;3;54;14;Female;No;No;African American;50
38954;5222;370;4;76;13;Female;No;No;Caucasian;653
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
23365;2179;167;2;75;15; Male;No;No;Asian;0
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
14.09;4323;326;5;25;16;Female;No;Yes;African American;671
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
16103;5390;418;4;45;10;Female;No;Yes;Caucasian;945
44473;3500;257;3;81;16;Female;No;No;African American;8
23949;5343;383;2;40;18; Male;No;Yes;African American;829
10503;2923;232;3;25;18;Female;No;Yes;African American;191
106025;6645;483;3;82;15;Female;Yes;Yes;Asian;903
30682;1671;160;2;77;7;Female;No;No;Caucasian;0
41532;5000;353;2;50;12; Male;No;Yes;Caucasian;531
63931;5728;435;3;28;14;Female;No;Yes;African American;581
163329;8732;636;3;50;14; Male;No;Yes;Caucasian;529
19253;3683;287;4;57;10; Male;No;No;African American;371
26427;5533;433;5;50;15;Female;Yes;Yes;Asian;1404
33017;3180;224;2;28;16; Male;No;Yes;African American;29
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
48577;5145;389;3;71;13;Female;No;Yes;Asian;503
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
59855;4964;365;1;46;13;Female;No;Yes;Caucasian;295
23672;4433;344;3;63;11; Male;No;No;Caucasian;503
33694;4891;369;1;52;16; Male;Yes;No;African American;1036
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
11603;2278;187;3;71;11; Male;No;Yes;Caucasian;0
75406;3874;298;3;41;14;Female;No;Yes;Asian;0
21455;5829;427;4;80;12;Female;No;Yes;African American;1018
23283;5443;407;4;49;13; Male;No;Yes;African American;912
58781;7402;538;2;81;12;Female;No;Yes;Asian;1103
31029;2863;223;2;66;17; Male;Yes;Yes;Asian;415
15.56;4307;352;4;57;8; Male;No;Yes;African American;579
23365;2179;167;2;75;15; Male;No;No;Asian;0
31353;1705;160;3;81;14; Male;No;Yes;Caucasian;0
63534;8100;581;2;50;17;Female;No;Yes;Caucasian;1298
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
61069;7871;564;3;56;14; Male;No;Yes;Caucasian;1264
48577;5145;389;3;71;13;Female;No;Yes;Asian;503
16819;1337;115;2;74;15; Male;No;Yes;Asian;0
63534;8100;581;2;50;17;Female;No;Yes;Caucasian;1298
15045;1311;138;3;64;16; Male;No;No;Caucasian;0
14891;3606;283;2;34;11; Male;No;Yes;Caucasian;333
10852;3907;296;2;30;9; Male;No;No;Caucasian;485
29564;2529;192;1;30;12;Female;No;Yes;Caucasian;0
44978;4866;347;1;30;10;Female;No;No;Caucasian;436
28316;4391;316;2;29;10;Female;No;No;Caucasian;453
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
27241;1402;128;2;67;15;Female;No;Yes;Asian;0
22379;3965;292;2;34;14;Female;No;Yes;Asian;384
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
41532;5000;353;2;50;12; Male;No;Yes;Caucasian;531
28316;4391;316;2;29;10;Female;No;No;Caucasian;453
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
35177;2117;186;3;62;16;Female;No;No;Caucasian;0
15476;2762;215;3;60;18; Male;No;No;Asian;52
71682;8028;599;3;57;16; Male;No;Yes;Caucasian;1208
10627;1647;149;2;71;10;Female;Yes;Yes;Asian;195
31861;6375;469;3;25;16;Female;No;Yes;Caucasian;1120
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
59.53;7518;543;3;52;9;Female;No;No;African American;1176
38009;3075;245;3;45;15;Female;No;No;African American;0
107986;6033;449;4;64;14; Male;No;Yes;Caucasian;227
58929;6420;459;2;66;9;Female;No;Yes;African American;789
53319;3000;235;3;53;13; Male;No;No;Asian;0
98515;8760;633;5;78;11;Female;No;No;African American;1230
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
107986;6033;449;4;64;14; Male;No;Yes;Caucasian;227
16819;1337;115;2;74;15; Male;No;Yes;Asian;0
14956;4640;332;2;33;6; Male;No;No;Asian;681
135118;10578;747;3;81;15;Female;No;Yes;Asian;1393
58165;6617;460;1;56;12;Female;No;Yes;Caucasian;856
13676;2330;203;5;80;16;Female;No;No;African American;0
14595;2955;260;5;37;9; Male;No;Yes;African American;204
26067;3388;266;4;74;17;Female;No;Yes;African American;155
30406;2120;181;2;79;14; Male;No;Yes;African American;0
35177;2117;186;3;62;16;Female;No;No;Caucasian;0
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
71061;6819;491;3;41;19;Female;Yes;Yes;African American;1350
180682;11966;832;2;58;8;Female;No;Yes;African American;1405
23949;5343;383;2;40;18; Male;No;Yes;African American;829
39.11;3189;263;3;72;12; Male;No;No;Asian;0
39.11;3189;263;3;72;12; Male;No;No;Asian;0
104593;7075;514;4;71;11; Male;No;No;Asian;580
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
17055;5110;371;3;55;15;Female;No;Yes;Caucasian;805
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
11187;5099;380;4;69;16;Female;No;No;African American;889
14887;4745;339;3;58;12; Male;No;Yes;African American;724
23883;5384;398;2;73;16;Female;No;Yes;African American;802
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
16103;5390;418;4;45;10;Female;No;Yes;Caucasian;945
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
41.4;2561;215;2;36;14; Male;No;Yes;Caucasian;0
35177;2117;186;3;62;16;Female;No;No;Caucasian;0
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
10403;4159;310;3;43;7; Male;No;Yes;Asian;571
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
17316;1335;138;2;65;13; Male;No;No;African American;0
104593;7075;514;4;71;11; Male;No;No;Asian;580
34909;5289;410;2;62;16;Female;No;Yes;Caucasian;681
44978;4866;347;1;30;10;Female;No;No;Caucasian;436
55412;5354;383;2;37;16;Female;Yes;Yes;Caucasian;1003
34142;5666;413;4;47;5;Female;No;Yes;Caucasian;863
27578;2531;195;1;34;15;Female;No;Yes;Caucasian;0
55187;5352;385;4;50;17;Female;No;Yes;Caucasian;538
44205;5441;394;1;32;12; Male;No;Yes;Caucasian;607
24889;3954;318;4;75;12; Male;No;Yes;Caucasian;357
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
14887;4745;339;3;58;12; Male;No;Yes;African American;724
18951;1485;129;3;82;13;Female;No;No;Caucasian;0
66989;5614;430;3;47;14;Female;No;Yes;Caucasian;482
36364;2220;188;3;50;19; Male;No;No;Caucasian;0
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
75257;7010;494;3;34;18;Female;No;Yes;Caucasian;885
63931;5728;435;3;28;14;Female;No;Yes;African American;581
10726;1568;162;5;46;19; Male;No;Yes;Asian;0
68462;4712;340;2;71;16; Male;No;Yes;Caucasian;136
55367;6340;448;1;33;15; Male;No;Yes;Caucasian;815
58026;7499;560;5;67;11;Female;No;No;Caucasian;1237
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
26.37;3235;268;5;78;11; Male;No;Yes;Asian;159
20191;5767;431;4;42;16; Male;No;Yes;African American;1023
53217;4943;362;2;46;16;Female;No;Yes;Asian;382
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
53566;5891;434;4;82;10;Female;No;No;Caucasian;712
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
123299;8376;610;2;89;17; Male;Yes;No;African American;1259
28144;1567;142;3;51;10; Male;No;Yes;Caucasian;0
182728;13913;982;4;98;17; Male;No;Yes;Caucasian;1999
69165;4668;341;2;34;11;Female;No;No;African American;156
11741;2271;182;4;59;12;Female;No;No;Asian;0
58063;4221;304;3;50;8; Male;No;No;African American;118
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
92386;7685;534;2;75;18;Female;No;Yes;Asian;843
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
36295;2963;241;2;68;14;Female;Yes;No;African American;375
35864;4831;353;3;66;13;Female;No;Yes;Caucasian;534
36496;4378;339;3;69;15;Female;No;Yes;Asian;368
14479;3907;296;3;43;16; Male;No;Yes;Caucasian;463
15717;905;93;1;38;16; Male;Yes;Yes;Caucasian;0
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
25988;1349;142;4;82;12; Male;No;No;Caucasian;0
51345;4327;320;3;46;15; Male;No;No;African American;230
40442;4828;369;5;81;8;Female;No;No;African American;510
17316;1335;138;2;65;13; Male;No;No;African American;0
16482;3326;268;4;41;15; Male;No;No;Caucasian;271
67937;5184;383;4;63;12; Male;No;Yes;Asian;345
17316;1335;138;2;65;13; Male;No;No;African American;0
55056;3155;235;2;31;16; Male;No;Yes;African American;0
30007;6481;462;2;69;9;Female;No;Yes;Caucasian;1093
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
104593;7075;514;4;71;11; Male;No;No;Asian;580
10742;1757;156;3;57;15;Female;No;No;Caucasian;0
29.4;4840;368;3;76;18;Female;No;Yes;Caucasian;588
58026;7499;560;5;67;11;Female;No;No;Caucasian;1237
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
53401;5319;377;3;35;12;Female;No;No;African American;541
65896;5140;370;1;49;17;Female;No;Yes;Caucasian;293
149316;10278;707;1;80;16; Male;No;No;African American;1107
65896;5140;370;1;49;17;Female;No;Yes;Caucasian;293
14887;4745;339;3;58;12; Male;No;Yes;African American;724
14595;2955;260;5;37;9; Male;No;Yes;African American;204
56256;5521;406;2;72;16;Female;Yes;Yes;Caucasian;1020
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
21551;5380;420;5;51;18; Male;No;Yes;Asian;907
39145;4351;323;2;66;13; Male;No;Yes;Caucasian;308
128669;9824;685;3;67;16; Male;No;Yes;Asian;1243
23375;5429;396;3;57;15;Female;No;Yes;Caucasian;844
27.33;6179;459;4;36;12;Female;No;Yes;Caucasian;1099
23365;2179;167;2;75;15; Male;No;No;Asian;0
151947;9156;642;2;91;11;Female;No;Yes;African American;732
51532;5096;380;2;31;15; Male;No;Yes;Caucasian;481
83948;7100;503;2;44;18; Male;No;No;Caucasian;806
27847;5619;418;2;78;15;Female;No;Yes;Caucasian;822
26067;3388;266;4;74;17;Female;No;Yes;African American;155
26427;5533;433;5;50;15;Female;Yes;Yes;Asian;1404
53566;5891;434;4;82;10;Female;No;No;Caucasian;712
44205;5441;394;1;32;12; Male;No;Yes;Caucasian;607
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
15333;1499;138;2;47;9;Female;No;Yes;Asian;0
83869;7667;554;2;83;11; Male;No;No;African American;930
17316;1335;138;2;65;13; Male;No;No;African American;0
29725;3536;270;2;52;15;Female;No;No;African American;133
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
34.95;3327;253;3;54;14;Female;No;No;African American;50
67937;5184;383;4;63;12; Male;No;Yes;Asian;345
57337;5310;392;2;45;7;Female;No;No;Caucasian;456
10503;2923;232;3;25;18;Female;No;Yes;African American;191
15.56;4307;352;4;57;8; Male;No;Yes;African American;579
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
19537;1362;143;4;34;9;Female;No;Yes;Asian;0
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
75257;7010;494;3;34;18;Female;No;Yes;Caucasian;885
27272;1389;149;5;67;10;Female;No;Yes;Caucasian;0
44473;3500;257;3;81;16;Female;No;No;African American;8
11603;2278;187;3;71;11; Male;No;Yes;Caucasian;0
18701;5524;415;5;64;7;Female;No;No;Asian;966
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
15741;4788;360;1;39;14; Male;No;Yes;Asian;689
46102;5180;382;3;81;12; Male;No;Yes;African American;516
73327;6555;472;2;43;15;Female;No;No;Caucasian;721
24.05;2607;221;4;32;18; Male;No;Yes;Caucasian;0
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
94193;7576;527;2;44;16;Female;No;Yes;Caucasian;846
101788;8029;574;2;84;11; Male;No;Yes;Caucasian;849
21153;3736;256;1;41;11; Male;No;No;Caucasian;298
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
27794;3807;301;4;35;8;Female;No;Yes;African American;320
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
23365;2179;167;2;75;15; Male;No;No;Asian;0
31353;1705;160;3;81;14; Male;No;Yes;Caucasian;0
23012;1410;137;3;81;16; Male;No;No;Caucasian;0
43682;6922;511;1;49;9; Male;No;Yes;Caucasian;1081
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
17392;2748;228;3;32;14; Male;No;Yes;Caucasian;68
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
30007;6481;462;2;69;9;Female;No;Yes;Caucasian;1093
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
53217;4943;362;2;46;16;Female;No;Yes;Asian;382
19144;3291;269;2;75;13;Female;No;No;African American;148
10627;1647;149;2;71;10;Female;Yes;Yes;Asian;195
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
31353;1705;160;3;81;14; Male;No;Yes;Caucasian;0
15045;1311;138;3;64;16; Male;No;No;Caucasian;0
42915;2532;205;4;42;13; Male;No;Yes;Asian;0
115123;7760;538;3;83;14;Female;No;No;African American;661
14312;5382;367;1;59;17; Male;Yes;No;Asian;1380
18967;1626;156;2;41;11;Female;No;Yes;Asian;0
15184;2420;192;2;69;11;Female;No;Yes;Caucasian;0
33214;5137;387;3;59;9; Male;No;No;African American;661
104593;7075;514;4;71;11; Male;No;No;Asian;580
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
54663;4116;314;2;70;8;Female;No;No;African American;75
69165;4668;341;2;34;11;Female;No;No;African American;156
26162;5101;382;3;62;19;Female;No;No;African American;710
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
64173;6127;433;1;80;10; Male;No;Yes;Caucasian;578
15846;4768;365;4;53;12;Female;No;No;Caucasian;745
94193;7576;527;2;44;16;Female;No;Yes;Caucasian;846
44205;5441;394;1;32;12; Male;No;Yes;Caucasian;607
12581;3976;291;2;48;16; Male;No;Yes;Caucasian;474
14891;3606;283;2;34;11; Male;No;Yes;Caucasian;333
31861;6375;469;3;25;16;Female;No;Yes;Caucasian;1120
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
27847;5619;418;2;78;15;Female;No;Yes;Caucasian;822
12335;4471;344;3;79;12; Male;No;Yes;African American;611
149316;10278;707;1;80;16; Male;No;No;African American;1107
25383;4527;367;4;46;11; Male;No;Yes;Caucasian;570
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
12096;4100;307;3;32;13; Male;No;Yes;Caucasian;560
21038;1448;145;2;58;13;Female;No;Yes;Caucasian;0
17055;5110;371;3;55;15;Female;No;Yes;Caucasian;805
21551;5380;420;5;51;18; Male;No;Yes;Asian;907
15629;2493;186;1;60;14; Male;No;Yes;Asian;0
53319;3000;235;3;53;13; Male;No;No;Asian;0
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
20.15;2646;199;2;25;14;Female;No;Yes;Asian;0
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
34509;2001;189;5;80;18;Female;No;Yes;African American;0
10503;2923;232;3;25;18;Female;No;Yes;African American;191
104593;7075;514;4;71;11; Male;No;No;Asian;580
158889;11589;805;1;62;17;Female;No;Yes;Caucasian;1448
30002;1561;155;4;70;13;Female;No;Yes;Caucasian;0
57.1;4742;372;7;79;18;Female;No;Yes;Asian;379
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
38954;5222;370;4;76;13;Female;No;No;Caucasian;653
40885;5013;379;3;46;13;Female;No;Yes;African American;549
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
14891;3606;283;2;34;11; Male;No;Yes;Caucasian;333
11741;2271;182;4;59;12;Female;No;No;Asian;0
17976;2433;190;3;70;16;Female;Yes;No;Caucasian;431
128669;9824;685;3;67;16; Male;No;Yes;Asian;1243
27.33;6179;459;4;36;12;Female;No;Yes;Caucasian;1099
42915;2532;205;4;42;13; Male;No;Yes;Asian;0
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
58063;4221;304;3;50;8; Male;No;No;African American;118
26532;2910;236;6;58;19;Female;No;Yes;Caucasian;52
43479;4569;354;4;49;13; Male;Yes;Yes;African American;902
24314;3409;270;2;23;7;Female;No;Yes;Caucasian;194
28575;2959;231;2;60;11;Female;No;No;African American;0
36496;4378;339;3;69;15;Female;No;Yes;Asian;368
62328;5228;377;3;83;15; Male;No;No;Caucasian;380
13234;3922;299;2;77;17;Female;No;Yes;Caucasian;426
36496;4378;339;3;69;15;Female;No;Yes;Asian;368
34772;2021;167;3;57;9; Male;No;No;Asian;0
16482;3326;268;4;41;15; Male;No;No;Caucasian;271
30682;1671;160;2;77;7;Female;No;No;Caucasian;0
55054;4381;321;3;74;17; Male;No;Yes;Asian;188
25936;1774;135;2;71;14;Female;No;No;Asian;0
28575;2959;231;2;60;11;Female;No;No;African American;0
19253;3683;287;4;57;10; Male;No;No;African American;371
55054;4381;321;3;74;17; Male;No;Yes;Asian;188
14711;2047;167;2;67;6; Male;No;Yes;Caucasian;0
15476;2762;215;3;60;18; Male;No;No;Asian;52
23883;5384;398;2;73;16;Female;No;Yes;African American;802
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
19537;1362;143;4;34;9;Female;No;Yes;Asian;0
26.4;5640;398;3;58;15;Female;No;No;Asian;905
22939;4923;355;1;47;18;Female;No;Yes;Asian;663
134181;7838;563;2;48;13;Female;No;No;Caucasian;526
85425;5182;402;6;60;12; Male;No;Yes;African American;218
29725;3536;270;2;52;15;Female;No;No;African American;133
25936;1774;135;2;71;14;Female;No;No;Asian;0
10354;3480;281;2;70;17; Male;No;Yes;Caucasian;333
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
21153;3736;256;1;41;11; Male;No;No;Caucasian;298
160231;10748;754;2;69;17; Male;No;No;Caucasian;1192
149316;10278;707;1;80;16; Male;No;No;African American;1107
31367;1829;162;4;30;10; Male;No;Yes;Caucasian;0
71682;8028;599;3;57;16; Male;No;Yes;Caucasian;1208
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
128669;9824;685;3;67;16; Male;No;Yes;Asian;1243
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
14312;5382;367;1;59;17; Male;Yes;No;Asian;1380
58063;4221;304;3;50;8; Male;No;No;African American;118
11603;2278;187;3;71;11; Male;No;Yes;Caucasian;0
28144;1567;142;3;51;10; Male;No;Yes;Caucasian;0
41419;2120;184;4;24;11;Female;Yes;No;Caucasian;156
15846;4768;365;4;53;12;Female;No;No;Caucasian;745
25974;2308;196;2;24;10; Male;No;No;Asian;0
151947;9156;642;2;91;11;Female;No;Yes;African American;732
25974;2308;196;2;24;10; Male;No;No;Asian;0
76782;5977;429;4;44;12; Male;No;Yes;Asian;548
15079;5673;411;4;28;15;Female;No;Yes;Asian;1075
27794;3807;301;4;35;8;Female;No;Yes;African American;320
41419;2120;184;4;24;11;Female;Yes;No;Caucasian;156
57202;3411;259;3;72;11;Female;No;No;Caucasian;0
59879;6906;527;6;78;15;Female;No;No;Caucasian;1032
15476;2762;215;3;60;18; Male;No;No;Asian;52
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
30733;2832;249;4;51;13; Male;No;No;Caucasian;0
33214;5137;387;3;59;9; Male;No;No;African American;661
104593;7075;514;4;71;11; Male;No;No;Asian;580
10742;1757;156;3;57;15;Female;No;No;Caucasian;0
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
30733;2832;249;4;51;13; Male;No;No;Caucasian;0
94193;7576;527;2;44;16;Female;No;Yes;Caucasian;846
27847;5619;418;2;78;15;Female;No;Yes;Caucasian;822
51872;5294;390;4;81;17;Female;No;No;Caucasian;531
32793;4534;333;2;44;16; Male;No;No;African American;467
24.05;2607;221;4;32;18; Male;No;Yes;Caucasian;0
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
76348;4697;344;4;60;18; Male;No;No;Asian;108
148.08;8157;599;2;83;13; Male;No;Yes;Caucasian;454
15866;3085;217;1;39;13; Male;No;No;Caucasian;136
39609;2539;188;1;40;14; Male;No;Yes;Asian;0
27794;3807;301;4;35;8;Female;No;Yes;African American;320
31811;4284;338;5;75;13;Female;No;Yes;Caucasian;429
60579;5149;388;5;38;15; Male;No;Yes;Asian;443
39831;6045;459;3;32;12;Female;Yes;Yes;African American;1425
39705;3969;301;2;27;20; Male;No;Yes;African American;211
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
44158;4763;351;2;66;13;Female;No;Yes;Asian;385
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
17055;5110;371;3;55;15;Female;No;Yes;Caucasian;805
28508;3933;287;4;56;14; Male;No;Yes;Asian;336
110968;6662;468;3;45;11;Female;No;Yes;Caucasian;391
130209;10088;730;7;39;19;Female;No;Yes;Caucasian;1426
43.54;2906;232;4;69;11; Male;No;No;Caucasian;0
19144;3291;269;2;75;13;Female;No;No;African American;148
163329;8732;636;3;50;14; Male;No;Yes;Caucasian;529
18951;1485;129;3;82;13;Female;No;No;Caucasian;0
16529;1357;126;3;62;9; Male;No;No;Asian;0
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
21786;4632;355;1;50;17; Male;No;Yes;Caucasian;580
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
18967;1626;156;2;41;11;Female;No;Yes;Asian;0
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
15.56;4307;352;4;57;8; Male;No;Yes;African American;579
31861;6375;469;3;25;16;Female;No;Yes;Caucasian;1120
77.38;7569;564;3;50;12;Female;No;Yes;Caucasian;997
15717;905;93;1;38;16; Male;Yes;Yes;Caucasian;0
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
